order_id,order_date,ship_date,segment,city,region,category,product,quantity,unit_price,discount,sales,profit,ship_mode
10120,2022-01-11,2022-01-14,Regular,Soweto,Gauteng,Footwear,Sandals,5,271.06,0,1355.3,390.04,Standard
10121,2021-06-14,2021-06-18,Regular,Pietermaritzburg,KwaZulu-Natal,Kids Clothing,Pyjama Sets,8,276.35,0.1,1989.72,541.75,Express
10122,2021-07-20,2021-07-27,Regular,Stellenbosch,Western Cape,Kids Clothing,Pyjama Sets,5,245.31,0.2,981.24,117.74,Standard
10123,2024-01-24,2024-01-28,Wholesale,Mthatha,Eastern Cape,Kids Clothing,Swimwear,1,127.27,0.2,101.82,17.02,Express
10124,2022-01-05,2022-01-12,Regular,Pietermaritzburg,KwaZulu-Natal,Kids Clothing,Swimwear,6,273.7,0,1642.2,369.86,Express
10125,2023-06-15,2023-06-22,Regular,Cape Town,Western Cape,Kids Clothing,Pyjama Sets,5,216.3,0,1081.5,93.25,Standard
10126,2024-09-04,2024-09-07,Regular,Richards Bay,KwaZulu-Natal,Accessories,Scarves,8,191.09,0,1528.72,435.19,Standard
10127,2024-02-26,2024-02-28,Loyalty Member,Tzaneen,Limpopo,Footwear,Slippers,9,237.08,0.1,1920.35,546.01,Express
10128,2022-06-17,2022-06-19,Loyalty Member,Cape Town,Western Cape,Kids Clothing,Casual T-Shirts,1,273.06,0.15,232.1,44.6,Click and Collect
10129,2022-10-03,2022-10-04,Regular,Soweto,Gauteng,Footwear,Slippers,2,152.92,0.15,259.96,60.87,Standard
10130,2023-03-27,2023-03-28,Loyalty Member,Pretoria,Gauteng,Kids Clothing,Denim Jeans,1,513.01,0,513.01,78.49,Standard
10131,2022-06-17,2022-06-20,Regular,East London,Eastern Cape,Accessories,Scarves,3,407.76,0,1223.28,245.41,Standard
10132,2022-03-22,2022-03-27,Regular,Richards Bay,KwaZulu-Natal,Accessories,School Bags,1,130.42,0.1,117.38,27.73,Express
10133,2024-10-21,2024-10-22,Loyalty Member,Sandton,Gauteng,Kids Clothing,Summer Dresses,7,240.69,0,1684.83,413.23,Standard
10134,2024-08-15,2024-08-17,Regular,Pretoria,Gauteng,Footwear,Sneakers,7,155.69,0.15,926.36,188.6,Standard
10135,2022-08-04,2022-08-07,Regular,Pretoria,Gauteng,Kids Clothing,Casual T-Shirts,10,302.25,0,3022.5,831.9,Click and Collect
10136,2023-04-25,2023-04-27,Regular,Soweto,Gauteng,Kids Clothing,School Uniforms,2,571.07,0.3,799.5,249.45,Standard
10137,2023-01-02,2023-01-05,Regular,Soweto,Gauteng,Kids Clothing,School Uniforms,7,157.31,0.1,991.05,252.32,Express
10138,2023-01-13,2023-01-14,Regular,Pretoria,Gauteng,Kids Clothing,Casual T-Shirts,9,318.68,0.1,2581.31,717.8,Express
10139,2021-03-04,2021-03-08,Loyalty Member,Sandton,Gauteng,Kids Clothing,Summer Dresses,4,396.26,0.2,1268.03,253.63,Standard
10140,2022-12-11,2022-12-18,Regular,Soweto,Gauteng,Accessories,Sun Hats,6,564.0,0.15,2876.4,342.29,Click and Collect
10141,2023-10-11,2023-10-16,Regular,Mthatha,Eastern Cape,Kids Clothing,Casual T-Shirts,1,276.86,0,276.86,87.26,Standard
10142,2021-10-16,2021-10-19,Loyalty Member,Mokopane,Limpopo,Footwear,Slippers,8,175.96,0.2,1126.14,130.03,Express
10143,2021-10-23,2021-10-24,Regular,Stellenbosch,Western Cape,Kids Clothing,Pyjama Sets,4,298.29,0.3,835.21,241.77,Express
10144,2021-12-05,2021-12-10,Wholesale,Stellenbosch,Western Cape,Kids Clothing,Casual T-Shirts,6,576.91,0.3,2423.02,724.26,Standard
10145,2023-11-25,2023-11-28,Loyalty Member,Richards Bay,KwaZulu-Natal,Kids Clothing,Casual T-Shirts,4,577.24,0.1,2078.06,444.58,Standard
10146,2023-05-23,2023-05-25,Regular,Pietermaritzburg,KwaZulu-Natal,Kids Clothing,Swimwear,5,235.77,0.2,943.08,278.19,Standard
10147,2023-03-10,2023-03-11,Regular,Johannesburg,Gauteng,Kids Clothing,Winter Jackets,8,198.13,0.1,1426.54,433.56,Express
10148,2022-02-20,2022-02-26,Regular,Pretoria,Gauteng,Accessories,Sun Hats,4,115.77,0.2,370.46,59.0,Standard
10149,2022-01-18,2022-01-20,Regular,Soweto,Gauteng,Kids Clothing,Winter Jackets,6,234.56,0,1407.36,419.26,Standard
10150,2022-09-24,2022-09-28,Wholesale,Port Elizabeth,Eastern Cape,Kids Clothing,Swimwear,3,565.3,0,1695.9,541.54,Standard
10151,2024-03-24,2024-03-28,Regular,Polokwane,Limpopo,Kids Clothing,School Uniforms,6,234.13,0.3,983.35,288.54,Standard
10152,2024-05-07,2024-05-14,Loyalty Member,Cape Town,Western Cape,Footwear,Sandals,1,464.68,0.1,418.21,90.45,Express
10153,2022-10-28,2022-10-28,Regular,East London,Eastern Cape,Kids Clothing,Pyjama Sets,2,183.24,0,366.48,71.31,Click and Collect
10154,2021-05-13,2021-05-15,Wholesale,Sandton,Gauteng,Kids Clothing,Pyjama Sets,10,94.83,0.15,806.05,198.5,Standard
10155,2021-08-10,2021-08-12,Loyalty Member,Sandton,Gauteng,Footwear,Sneakers,6,402.46,0.05,2294.02,710.61,Standard
10156,2024-12-20,2024-12-23,Loyalty Member,Soweto,Gauteng,Footwear,Sandals,4,435.97,0,1743.88,359.45,Standard
10157,2023-02-19,2023-02-20,Wholesale,Paarl,Western Cape,Kids Clothing,Denim Jeans,3,172.91,0.3,363.11,39.18,Standard
10158,2024-02-17,2024-02-21,Regular,East London,Eastern Cape,Kids Clothing,Denim Jeans,1,373.99,0.1,336.59,85.35,Standard
10159,2021-12-07,2021-12-12,Regular,Stellenbosch,Western Cape,Kids Clothing,School Uniforms,2,591.93,0.3,828.7,72.61,Standard
10160,2022-11-24,2022-11-28,Wholesale,Tzaneen,Limpopo,Kids Clothing,Swimwear,7,280.58,0,1964.06,465.18,Standard
10161,2022-09-13,2022-09-18,Loyalty Member,Cape Town,Western Cape,Footwear,Sneakers,8,432.48,0.2,2767.87,574.79,Express
10162,2022-08-12,2022-08-14,Regular,Johannesburg,Gauteng,Footwear,Slippers,1,211.74,0,211.74,22.07,Standard
10163,2021-04-24,2021-04-25,Regular,Pretoria,Gauteng,Footwear,School Shoes,3,345.99,0.1,934.17,127.23,Click and Collect
10164,2023-10-20,2023-10-27,Regular,Pietermaritzburg,KwaZulu-Natal,Accessories,Belts,4,299.92,0.1,1079.71,102.17,Click and Collect
10165,2022-11-22,2022-11-26,Wholesale,Johannesburg,Gauteng,Accessories,Hair Accessories,9,251.55,0.2,1811.16,322.35,Standard
10166,2022-09-16,2022-09-18,Loyalty Member,East London,Eastern Cape,Kids Clothing,Casual T-Shirts,1,375.82,0.2,300.66,64.27,Standard
10167,2022-05-07,2022-05-10,Loyalty Member,Pietermaritzburg,KwaZulu-Natal,Kids Clothing,Pyjama Sets,4,115.28,0.2,368.9,89.16,Express
10168,2021-04-26,2021-04-28,Regular,Pretoria,Gauteng,Accessories,Scarves,5,577.08,0,2885.4,377.51,Standard
10169,2021-12-25,2021-12-28,Loyalty Member,Mthatha,Eastern Cape,Kids Clothing,Summer Dresses,9,253.02,0.1,2049.46,351.19,Standard
10170,2023-05-09,2023-05-12,Regular,Soweto,Gauteng,Footwear,Boots,6,555.31,0.15,2832.08,439.26,Standard
10171,2022-12-05,2022-12-06,Regular,Soweto,Gauteng,Kids Clothing,Summer Dresses,7,379.59,0.05,2524.27,504.43,Express
10172,2023-05-25,2023-05-28,Regular,Soweto,Gauteng,Footwear,Sneakers,3,160.38,0.3,336.8,41.82,Click and Collect
10173,2021-09-02,2021-09-09,Regular,Mthatha,Eastern Cape,Kids Clothing,Summer Dresses,4,123.66,0,494.64,40.66,Standard
10174,2023-01-20,2023-01-26,Wholesale,Richards Bay,KwaZulu-Natal,Footwear,School Shoes,1,360.43,0.2,288.34,23.89,Standard
10175,2023-09-10,2023-09-11,Loyalty Member,Soweto,Gauteng,Accessories,School Bags,2,356.44,0.05,677.24,85.38,Standard
10176,2023-05-26,2023-05-28,Regular,Stellenbosch,Western Cape,Kids Clothing,Pyjama Sets,4,241.99,0,967.96,229.31,Click and Collect
10177,2021-02-13,2021-02-17,Regular,Soweto,Gauteng,Kids Clothing,Summer Dresses,2,343.93,0.2,550.29,129.2,Standard
10178,2021-09-02,2021-09-04,Loyalty Member,Paarl,Western Cape,Kids Clothing,School Uniforms,2,438.06,0.1,788.51,233.27,Standard
10179,2021-03-28,2021-03-28,Loyalty Member,Cape Town,Western Cape,Footwear,Boots,2,241.63,0.05,459.1,99.17,Express
10180,2023-07-25,2023-07-28,Loyalty Member,Paarl,Western Cape,Kids Clothing,Winter Jackets,1,138.82,0.05,131.88,37.1,Standard
10181,2024-06-01,2024-06-07,Regular,Soweto,Gauteng,Kids Clothing,Casual T-Shirts,7,183.73,0.2,1028.89,103.47,Express
10182,2022-12-03,2022-12-04,Loyalty Member,Soweto,Gauteng,Footwear,Boots,6,272.96,0,1637.76,133.06,Standard
10183,2023-05-04,2023-05-06,Regular,Stellenbosch,Western Cape,Kids Clothing,Casual T-Shirts,2,102.39,0.15,174.06,37.08,Standard
10184,2023-07-01,2023-07-04,Loyalty Member,Johannesburg,Gauteng,Kids Clothing,Summer Dresses,10,354.76,0.2,2838.08,342.5,Standard
10185,2023-08-05,2023-08-06,Regular,Stellenbosch,Western Cape,Kids Clothing,School Uniforms,6,217.37,0.05,1239.01,313.49,Standard
10186,2022-08-04,2022-08-06,Regular,Soweto,Gauteng,Footwear,Sneakers,8,259.72,0,2077.76,316.04,Express
10187,2022-08-11,2022-08-13,Regular,Tzaneen,Limpopo,Footwear,Boots,10,487.81,0.15,4146.39,705.94,Express
10188,2024-06-04,2024-06-09,Regular,Paarl,Western Cape,Footwear,School Shoes,8,569.92,0.05,4331.39,802.3,Standard
10189,2021-07-22,2021-07-26,Regular,Stellenbosch,Western Cape,Footwear,Boots,7,126.72,0.3,620.93,136.44,Standard
10190,2024-09-02,2024-09-09,Loyalty Member,Mokopane,Limpopo,Kids Clothing,Pyjama Sets,2,144.78,0.05,275.08,65.42,Standard
10191,2021-10-21,2021-10-27,Wholesale,Pietermaritzburg,KwaZulu-Natal,Kids Clothing,School Uniforms,2,220.96,0.05,419.82,78.5,Standard
10192,2022-06-01,2022-06-05,Wholesale,Stellenbosch,Western Cape,Kids Clothing,Swimwear,3,266.65,0.15,679.96,128.7,Standard
